date,c1,c2,c3,p1,p2,p3
01-01-2022 00:00,-0.556779179,-0.972791216,-1.223250975,0.663869517,0.355362177,0.701609449
01-01-2022 01:00,-0.609744566,-1.30550029,-1.480122203,0.683963977,0.408248103,0.482017353
01-01-2022 02:00,-0.787710888,-1.407868228,-1.716519359,0.58437601,0.972747926,0.308497414
01-01-2022 03:00,-1.967795803,-1.640340946,-1.997236455,0.716414597,0.234830892,0.699176123
01-01-2022 04:00,-1.581018643,-1.659427122,-1.409562721,0.936612602,0.694005368,0.313091429
01-01-2022 05:00,-1.034590592,-1.745014725,-0.50537246,0.78546934,0.725845737,0.835400365
01-01-2022 06:00,-1.223221308,-0.730582701,-1.580234893,0.242738575,0.561652067,0.155604673
01-01-2022 07:00,-1.523705812,-0.668157476,-0.88791794,0.224872888,0.266634722,0.868287568
01-01-2022 08:00,-1.486897174,-0.807404658,-1.846877973,0.227677148,0.605619423,0.614776473
01-01-2022 09:00,-1.718851552,-1.524499374,-0.993037881,0.829610031,0.29526614,0.568708011
01-01-2022 10:00,-1.123329618,-1.637827716,-0.618479705,0.542847427,0.568447815,0.685191197
01-01-2022 11:00,-1.646438847,-1.649913594,-0.717354182,0.797421045,0.128735497,0.741585153
01-01-2022 12:00,-1.204232345,-1.626791687,-0.982481369,0.152320465,0.929744684,0.602076385
01-01-2022 13:00,-1.146466788,-1.686627349,-0.751331779,0.418162419,0.490005097,0.180178729
01-01-2022 14:00,-0.580119546,-0.633653374,-0.720794824,0.415114302,0.438579456,0.733035808
01-01-2022 15:00,-1.840297039,-1.393714023,-1.674951375,0.626180902,0.788404683,0.836421476
01-01-2022 16:00,-0.740862271,-0.875512334,-0.776193136,0.953527382,0.793267522,0.524116303
01-01-2022 17:00,-0.718773759,-0.619453875,-0.503202834,0.230506465,0.361976182,0.677065299
01-01-2022 18:00,-0.911602073,-1.538673002,-1.994385415,0.290235378,0.735310549,0.772773939
01-01-2022 19:00,-1.605721193,-0.575370408,-1.04797567,0.673172284,0.986098194,0.403922799
01-01-2022 20:00,-1.278831251,-0.780464565,-0.748247788,0.051298962,0.11360986,0.6076375
01-01-2022 21:00,-1.960590949,-0.798551286,-0.902584383,0.712982466,0.874922604,0.889418385
01-01-2022 22:00,-1.165532564,-1.571955377,-0.646015363,0.96680824,0.715889786,0.720430343
01-01-2022 23:00,-1.962230721,-1.118944881,-0.724087317,0.297023935,0.552490698,0.97317062
02-01-2022 00:00,-1.773140917,-0.839294199,-1.81918179,0.947780043,0.11541069,0.183514606
02-01-2022 01:00,-0.532215135,-1.63411524,-0.586068226,0.973464271,0.093206703,0.838440544
02-01-2022 02:00,-1.086947853,-1.348478431,-1.791136288,0.432305649,0.386646062,0.653082583
02-01-2022 03:00,-0.577303878,-1.022422908,-1.577036401,0.433312444,0.963755137,0.804295788
02-01-2022 04:00,-0.586533806,-1.416799237,-0.57992551,0.710341694,0.410554472,0.131934724
02-01-2022 05:00,-1.12102642,-1.428026119,-0.725756463,0.709748795,0.632231488,0.198094342
02-01-2022 06:00,-1.340144306,-1.710696171,-1.216502132,0.313772696,0.668854388,0.212877198
02-01-2022 07:00,-0.648099013,-0.8313148,-0.806364591,0.374852234,0.258430108,0.555146089
02-01-2022 08:00,-1.959603415,-1.256213616,-0.646309852,0.456576016,0.492091635,0.638383253
02-01-2022 09:00,-0.872429278,-1.631360861,-1.22006234,0.981938521,0.842501436,0.431466069
02-01-2022 10:00,-0.620707418,-1.095633777,-0.830770182,0.543405717,0.487780077,0.420932822
02-01-2022 11:00,-1.775806402,-1.883467668,-1.847924493,0.275873479,0.383458123,0.462955314
02-01-2022 12:00,-1.887242936,-1.391767277,-1.755294249,0.260788587,0.910047963,0.93399105
02-01-2022 13:00,-1.030200649,-0.930052003,-1.343621539,0.264792362,0.349164135,0.792585064
02-01-2022 14:00,-1.31704471,-1.709688637,-0.555894666,0.905821164,0.565773553,0.5674291
02-01-2022 15:00,-1.936365598,-1.176084003,-0.737878391,0.51977237,0.676860424,0.588159097
02-01-2022 16:00,-0.644629374,-0.716083507,-1.608110531,0.687085696,0.269862771,0.381740612
02-01-2022 17:00,-1.376629157,-1.157916144,-1.184826967,0.446676812,0.382651411,0.891496424
02-01-2022 18:00,-1.007901457,-1.174978799,-1.623458526,0.095249352,0.117037052,0.441859266
02-01-2022 19:00,-1.20706589,-0.792992045,-1.427283915,0.09838285,0.423452119,0.93086469
02-01-2022 20:00,-1.930730848,-1.594575542,-0.709366809,0.055683713,0.301833549,0.428632924
02-01-2022 21:00,-1.117067492,-0.584957369,-1.011132235,0.882190303,0.572793254,0.796692593
02-01-2022 22:00,-1.274606063,-1.831119673,-1.319417656,0.513804378,0.842330153,0.651077755
02-01-2022 23:00,-1.952971612,-1.64002138,-1.371018628,0.971194204,0.406608503,0.689195897
03-01-2022 00:00,-0.683689397,-0.905254701,-1.632979801,0.156839501,0.268637454,0.802255858
03-01-2022 01:00,-0.995141376,-1.521561246,-1.878444063,0.094618199,0.861406599,0.246160679
03-01-2022 02:00,-0.612160191,-1.203884751,-1.125757614,0.231697649,0.26530253,0.35848631
03-01-2022 03:00,-1.302426052,-1.919808491,-1.828486148,0.831176115,0.207528364,0.627121989
03-01-2022 04:00,-0.792343451,-0.737165873,-1.010747263,0.109786175,0.116326506,0.290007567
03-01-2022 05:00,-1.057955512,-0.966171206,-1.918734933,0.327011064,0.847766701,0.552308793
03-01-2022 06:00,-0.52790245,-0.781925399,-1.98204941,0.51148065,0.419998983,0.499383563
03-01-2022 07:00,-1.630210461,-1.710337369,-1.317011871,0.619149968,0.995737848,0.403988392
03-01-2022 08:00,-0.590939915,-0.64173806,-1.205089728,0.868792559,0.464747591,0.319104713
03-01-2022 09:00,-1.689011696,-1.146983411,-1.519713183,0.669769409,0.641351791,0.215706209
03-01-2022 10:00,-1.45802688,-0.506184749,-0.643119191,0.661914475,0.283203008,0.979056319
03-01-2022 11:00,-1.459007803,-1.928303696,-1.6046618,0.939025191,0.865709385,0.525386564
03-01-2022 12:00,-0.843216368,-1.254240523,-1.167728744,0.822866206,0.963819324,0.517582359
03-01-2022 13:00,-0.986883382,-1.826346067,-1.669963778,0.715915976,0.07275525,0.516874227
03-01-2022 14:00,-1.507555346,-1.752457574,-0.96783033,0.717298642,0.509883233,0.196858774
03-01-2022 15:00,-0.938152027,-0.833091425,-1.749521725,0.701565494,0.323072006,0.361741715
03-01-2022 16:00,-1.811358766,-0.849499715,-0.547593977,0.492608761,0.601612649,0.814068966
03-01-2022 17:00,-1.646135149,-1.618700851,-1.268131387,0.854357515,0.832710877,0.129382885
03-01-2022 18:00,-0.926430858,-1.847280231,-0.839948808,0.461128271,0.54826629,0.167607241
03-01-2022 19:00,-1.677618362,-0.530877783,-1.747146624,0.517937459,0.921038747,0.575367356
03-01-2022 20:00,-1.437797526,-1.017837555,-1.723319858,0.87519779,0.533412512,0.095689402
03-01-2022 21:00,-0.533206885,-1.362052006,-1.476919952,0.426547173,0.987054583,0.54561423
03-01-2022 22:00,-1.090472464,-1.879386576,-1.405298698,0.488748464,0.11022797,0.736808665
03-01-2022 23:00,-1.334710745,-1.638400525,-1.568835053,0.692395547,0.179778708,0.127829949
04-01-2022 00:00,-1.086679289,-0.994721581,-0.783312205,0.276518943,0.5640481,0.069373174
04-01-2022 01:00,-1.586590649,-1.101302684,-1.840548152,0.804469726,0.153959393,0.639756294
04-01-2022 02:00,-1.077807614,-0.879600515,-0.733529991,0.816617401,0.162194203,0.449194851
04-01-2022 03:00,-0.993435907,-1.693497145,-1.605503784,0.067915281,0.380141331,0.33581416
04-01-2022 04:00,-1.167920844,-1.297971657,-1.490421406,0.474545827,0.543790374,0.539314343
04-01-2022 05:00,-1.659180092,-1.36586421,-0.517119807,0.98559176,0.910821018,0.807249429
04-01-2022 06:00,-0.595175704,-1.832254009,-1.192363981,0.865648637,0.413008422,0.216826123
04-01-2022 07:00,-0.805493598,-1.18754529,-0.588526298,0.742103716,0.091359343,0.631928984
04-01-2022 08:00,-1.280162635,-1.749145653,-0.94953035,0.118444759,0.875377387,0.060270018
04-01-2022 09:00,-1.263280763,-0.556236004,-0.666358084,0.37303069,0.545247642,0.169657332
04-01-2022 10:00,-1.644302046,-1.754058146,-1.534661547,0.385970652,0.754785996,0.67390851
04-01-2022 11:00,-1.190797824,-1.026184898,-1.722394238,0.105378233,0.526115007,0.229741693
04-01-2022 12:00,-1.939731535,-0.547668745,-1.01535848,0.274190518,0.834923331,0.514044859
04-01-2022 13:00,-0.989075527,-1.520036466,-1.034711445,0.248891626,0.089021935,0.328092517
04-01-2022 14:00,-1.691430651,-0.514712876,-1.852536138,0.211749157,0.090678829,0.553265131
04-01-2022 15:00,-1.399755714,-1.675199121,-0.672832405,0.407926111,0.770873035,0.577208629
04-01-2022 16:00,-1.281068466,-1.856915534,-1.066322969,0.129123411,0.98284216,0.144348931
04-01-2022 17:00,-0.62006364,-1.844095595,-0.809052955,0.817794744,0.060638987,0.761604491
04-01-2022 18:00,-1.072259023,-0.720712215,-1.864420264,0.451090724,0.368617435,0.624604683
04-01-2022 19:00,-1.19768747,-1.183696321,-0.880154125,0.119685438,0.317555159,0.798032484
04-01-2022 20:00,-0.790887796,-1.550129977,-1.872408317,0.713028984,0.232873813,0.219230626
04-01-2022 21:00,-0.788206075,-1.076969898,-0.538393293,0.445324231,0.236730972,0.622435532
04-01-2022 22:00,-0.695124198,-1.018366068,-1.820845074,0.186721175,0.731855231,0.447801419
04-01-2022 23:00,-0.834544685,-1.906274598,-1.888551431,0.193828745,0.35653231,0.351825279
05-01-2022 00:00,-0.591903371,-0.966207315,-1.448392159,0.316636253,0.586896295,0.809001474
05-01-2022 01:00,-0.942534171,-0.815993355,-1.553783122,0.122647024,0.529823529,0.533636708
05-01-2022 02:00,-1.307384461,-0.754455373,-0.862600612,0.649878583,0.08769976,0.945503735
05-01-2022 03:00,-0.679335086,-0.706581704,-1.533701731,0.462750653,0.516707702,0.412132746
05-01-2022 04:00,-0.877568157,-1.224377404,-0.938123785,0.224240774,0.231017116,0.200003147
05-01-2022 05:00,-1.768456852,-1.205913145,-1.256907972,0.485375643,0.744305358,0.477869412
05-01-2022 06:00,-0.845999644,-1.473065231,-0.898538331,0.169503706,0.613436545,0.471246691
05-01-2022 07:00,-1.708863196,-1.382651271,-1.609468682,0.695755541,0.584744418,0.616086096
05-01-2022 08:00,-0.6418362,-1.888488684,-0.800470107,0.677069957,0.864004945,0.954573612
05-01-2022 09:00,-1.95193577,-1.713285093,-0.582663944,0.264535065,0.866099777,0.392424035
05-01-2022 10:00,-0.950599321,-0.82841381,-0.923143287,0.443367966,0.940146322,0.196502078
05-01-2022 11:00,-1.58274793,-0.982292144,-0.68378997,0.452027232,0.59174946,0.350233684
05-01-2022 12:00,-1.830248912,-1.771924956,-0.773988088,0.338545536,0.276557876,0.238787829
05-01-2022 13:00,-1.686818214,-0.815193122,-1.615722946,0.624944833,0.319099276,0.131288048
05-01-2022 14:00,-1.856263125,-0.739166268,-1.092181201,0.325208271,0.709129368,0.669012621
05-01-2022 15:00,-1.354362608,-0.588756879,-1.394044192,0.706576306,0.451189064,0.399224286
05-01-2022 16:00,-0.8212682,-1.186052248,-1.1004694,0.805743827,0.373955059,0.152989785
05-01-2022 17:00,-0.519120861,-1.182049978,-1.730646082,0.633792466,0.065163546,0.756837149
05-01-2022 18:00,-0.807034057,-0.689967233,-1.309826025,0.2749119,0.419129771,0.128073068
05-01-2022 19:00,-0.865591401,-0.981596689,-1.033924183,0.428019395,0.549206038,0.773474908
05-01-2022 20:00,-1.780256492,-0.949866477,-0.654691329,0.582371148,0.169113358,0.67361113
05-01-2022 21:00,-1.142030994,-0.948632182,-1.582362756,0.4879522,0.669180797,0.889969549
05-01-2022 22:00,-0.888813538,-0.656506932,-0.663718206,0.570248103,0.465051288,0.704350818
05-01-2022 23:00,-1.113515822,-1.299291396,-1.82434895,0.3504284,0.523063832,0.767469911
06-01-2022 00:00,-1.515097358,-1.802304806,-1.257642327,0.188789747,0.397385467,0.866088119
06-01-2022 01:00,-1.206215001,-0.514487867,-1.816154932,0.091727109,0.253157719,0.833982572
06-01-2022 02:00,-1.217311512,-0.535275322,-1.316259771,0.564325951,0.930550164,0.251566532
06-01-2022 03:00,-1.896994967,-1.219019929,-0.941057122,0.810592344,0.793589851,0.97640619
06-01-2022 04:00,-1.31240911,-1.806809316,-1.18734104,0.603285193,0.228279855,0.783407273
06-01-2022 05:00,-1.163896938,-0.882291393,-0.949309506,0.646018472,0.296132268,0.836376591
06-01-2022 06:00,-0.534414067,-1.498273284,-0.584688313,0.94273674,0.821379103,0.709820123
06-01-2022 07:00,-1.499056125,-1.414079228,-0.841166772,0.279908617,0.570639401,0.978651579
06-01-2022 08:00,-0.994055885,-1.21647767,-1.076267224,0.857560571,0.769313989,0.338843152
06-01-2022 09:00,-0.679408507,-1.47374021,-1.640005186,0.204824965,0.159776142,0.278026995
06-01-2022 10:00,-1.782190218,-1.311352112,-0.820478425,0.801283117,0.734529228,0.679784274
06-01-2022 11:00,-1.197583883,-0.688743511,-1.170557474,0.36814409,0.381724341,0.480722122
06-01-2022 12:00,-1.734002136,-1.330285834,-0.56799279,0.999744823,0.722886613,0.299302253
06-01-2022 13:00,-0.734158307,-0.807271703,-0.829532471,0.935074624,0.466014066,0.913153918
06-01-2022 14:00,-1.935151475,-1.278292427,-1.520256267,0.890709967,0.586407657,0.749138488
06-01-2022 15:00,-1.33670971,-1.675077278,-1.200639601,0.169664361,0.487935197,0.344465662
