date,c1,c2,c3,p1,p2,p3
01-01-2021 00:00,-1.789828431,-1.222973253,-1.975142796,0.577362908,0.478015653,0.761400296
01-01-2021 01:00,-1.178012444,-1.585220005,-0.901113392,0.729576304,0.576504426,0.881715564
01-01-2021 02:00,-1.500433419,-1.547977977,-0.680791277,0.805374844,0.741102969,0.457607745
01-01-2021 03:00,-1.836230308,-1.677891479,-0.513666687,0.973675042,0.346599239,0.174835862
01-01-2021 04:00,-1.491362095,-1.609664429,-0.80586689,0.721388974,0.729010769,0.191331043
01-01-2021 05:00,-1.166885943,-1.987558522,-0.635407122,0.42995971,0.819262573,0.627839924
01-01-2021 06:00,-0.972864143,-1.865183775,-0.636741359,0.535182282,0.242919881,0.250743726
01-01-2021 07:00,-1.900785398,-1.040438555,-1.142532552,0.529552638,0.985626071,0.359101711
01-01-2021 08:00,-0.69800404,-0.746335449,-1.725264938,0.321719415,0.230932433,0.88230763
01-01-2021 09:00,-1.06605314,-0.696907862,-1.537403458,0.551684439,0.867956194,0.61438876
01-01-2021 10:00,-1.113651754,-0.804762763,-1.455729485,0.314255276,0.997931764,0.101011177
01-01-2021 11:00,-1.052622035,-1.920261339,-1.684075456,0.128449732,0.724368587,0.208076017
01-01-2021 12:00,-1.323494414,-1.15552657,-1.963056326,0.425116924,0.433908213,0.404941543
01-01-2021 13:00,-1.451288126,-0.885179834,-1.210365819,0.779880006,0.841755194,0.581383912
01-01-2021 14:00,-1.327409542,-1.75580963,-1.718709894,0.450190195,0.785833683,0.936022218
01-01-2021 15:00,-1.992818428,-0.778289052,-1.548452835,0.770705203,0.10335765,0.160837305
01-01-2021 16:00,-0.868139504,-0.865486826,-1.54546365,0.865634105,0.82492213,0.904436914
01-01-2021 17:00,-0.925511907,-1.220928016,-1.786280672,0.429529908,0.35713793,0.445596121
01-01-2021 18:00,-0.950944214,-0.775485198,-1.429785022,0.251566105,0.792262667,0.626916518
01-01-2021 19:00,-1.713690434,-0.605950419,-1.350609242,0.316290948,0.506902268,0.660259592
01-01-2021 20:00,-0.504097536,-0.801034184,-1.570985012,0.225416988,0.240127716,0.126908229
01-01-2021 21:00,-1.693049622,-1.95510003,-0.628743811,0.350536105,0.919181135,0.925017313
01-01-2021 22:00,-1.237577623,-1.583391152,-0.599578356,0.123153638,0.638091746,0.417988215
01-01-2021 23:00,-0.680761032,-1.607005371,-0.504414558,0.383735918,0.189060753,0.165009782
02-01-2021 00:00,-1.617323376,-0.843210973,-0.629107717,0.271279504,0.801677515,0.723500937
02-01-2021 01:00,-1.139679204,-1.508197682,-0.64141516,0.9295989,0.766935916,0.342231798
02-01-2021 02:00,-1.394916993,-1.22851465,-1.953194232,0.865144851,0.569014086,0.21574055
02-01-2021 03:00,-1.637450129,-1.993616451,-1.668661445,0.680005877,0.228008809,0.12314486
02-01-2021 04:00,-1.724503783,-1.413587729,-1.09139153,0.270458951,0.339653619,0.867336344
02-01-2021 05:00,-1.081020519,-1.914227246,-1.823711699,0.206912191,0.736299396,0.781741614
02-01-2021 06:00,-0.939974097,-0.785322375,-1.741929017,0.076076911,0.377061004,0.196847214
02-01-2021 07:00,-1.123282677,-1.005629039,-1.338917961,0.338049509,0.586265519,0.680068486
02-01-2021 08:00,-1.059683495,-1.254048094,-0.749303976,0.081260265,0.791879784,0.936725945
02-01-2021 09:00,-0.796642417,-1.827571242,-0.548515669,0.8110854,0.724137372,0.158364287
02-01-2021 10:00,-1.86569811,-1.189621237,-1.701740065,0.210857956,0.796225027,0.625878083
02-01-2021 11:00,-1.099266389,-0.669267833,-1.628233199,0.750207961,0.226159256,0.197250147
02-01-2021 12:00,-1.488570063,-1.24500992,-1.775642381,0.724521356,0.129665412,0.256669845
02-01-2021 13:00,-0.763753101,-0.61939312,-1.427029889,0.550161282,0.565012273,0.71390252
02-01-2021 14:00,-1.506137061,-1.917151633,-0.69103056,0.395880298,0.149382312,0.545285932
02-01-2021 15:00,-1.557285701,-0.61321194,-0.695527924,0.511860406,0.10412081,0.388876907
02-01-2021 16:00,-0.760241397,-0.625723245,-0.78643692,0.372756264,0.777144277,0.910854844
02-01-2021 17:00,-1.763079649,-1.213839054,-0.816951126,0.263915117,0.474131825,0.566927407
02-01-2021 18:00,-1.820830276,-0.87603891,-1.707441233,0.963697037,0.366643502,0.445473048
02-01-2021 19:00,-0.50875719,-1.617955662,-1.558813996,0.480718103,0.177916541,0.816020174
02-01-2021 20:00,-1.429186621,-1.769891051,-1.620993295,0.543641636,0.615822173,0.107024747
02-01-2021 21:00,-0.517372682,-1.393961789,-1.707912553,0.21550257,0.63277749,0.88649383
02-01-2021 22:00,-0.592252114,-1.192651651,-0.745924538,0.889382381,0.686966591,0.850863496
02-01-2021 23:00,-0.646717683,-1.128990022,-1.657732062,0.276164106,0.329202192,0.64132261
03-01-2021 00:00,-1.459705449,-0.949148592,-0.652683088,0.767342139,0.763300173,0.613790481
03-01-2021 01:00,-1.050486561,-0.759029992,-1.603529995,0.84642806,0.395918682,0.528098919
03-01-2021 02:00,-0.612807484,-1.970193319,-0.862785977,0.926604905,0.349887927,0.086548289
03-01-2021 03:00,-1.744068471,-1.917017479,-0.721239979,0.058646783,0.39759814,0.287400607
03-01-2021 04:00,-0.964903461,-1.631708168,-1.825423195,0.747076507,0.202480008,0.830181033
03-01-2021 05:00,-1.938147112,-0.520203028,-0.986318869,0.719410417,0.157413717,0.071815781
03-01-2021 06:00,-0.653371424,-0.602842872,-1.803802158,0.37044261,0.153897225,0.869600812
03-01-2021 07:00,-1.238962735,-1.047175878,-1.676908,0.803239676,0.481433152,0.644326808
03-01-2021 08:00,-1.348636188,-1.37128046,-0.80064887,0.472506775,0.460532104,0.982324033
03-01-2021 09:00,-1.022253209,-1.471868867,-1.317814044,0.308329994,0.874537554,0.870748238
03-01-2021 10:00,-1.340053909,-1.369448377,-1.341053944,0.816398125,0.900689414,0.057872364
03-01-2021 11:00,-0.961833109,-0.646776823,-1.137193741,0.57879099,0.870737122,0.510433098
03-01-2021 12:00,-1.903001809,-1.075296435,-1.746836163,0.708477098,0.8564279,0.204850196
03-01-2021 13:00,-1.281528292,-1.468218259,-0.87183077,0.920389525,0.524449696,0.984179684
03-01-2021 14:00,-1.81398139,-0.729319472,-1.55615105,0.112782668,0.987176307,0.741730138
03-01-2021 15:00,-0.932269223,-1.359648795,-1.320970448,0.6340963,0.168548728,0.441094425
03-01-2021 16:00,-1.112289033,-1.14140094,-1.617513105,0.893468417,0.316603298,0.283420269
03-01-2021 17:00,-1.61022224,-1.711166354,-1.806019238,0.899593825,0.619604561,0.220302767
03-01-2021 18:00,-1.434207735,-0.650554628,-0.848453052,0.255283012,0.063155255,0.181037678
03-01-2021 19:00,-0.945492506,-1.85387593,-1.94799597,0.413498968,0.100965161,0.093026255
03-01-2021 20:00,-1.604598049,-0.767886245,-0.88310321,0.957687822,0.978153219,0.336086891
03-01-2021 21:00,-1.953942091,-0.830314593,-0.975384508,0.994276755,0.58937389,0.495666239
03-01-2021 22:00,-1.068895257,-1.471017991,-1.224186997,0.742623548,0.534886334,0.369384485
03-01-2021 23:00,-0.886771303,-0.780330585,-0.575403735,0.981117936,0.998578375,0.440688719
04-01-2021 00:00,-0.68796877,-1.678724173,-0.894762917,0.155219752,0.660149305,0.838631657
04-01-2021 01:00,-1.887276924,-1.449172092,-1.054866704,0.402940747,0.855366099,0.543536442
04-01-2021 02:00,-1.677195688,-1.743666952,-0.614841687,0.660522364,0.490665548,0.050759085
04-01-2021 03:00,-1.338508633,-1.718992587,-0.884974121,0.616935691,0.340136982,0.282364425
04-01-2021 04:00,-1.826229994,-0.680084532,-1.92318726,0.897265995,0.122446739,0.362215255
04-01-2021 05:00,-1.396539749,-0.604780702,-1.094291335,0.582975423,0.979106535,0.281354573
04-01-2021 06:00,-0.996893976,-0.529125974,-1.913989551,0.954519613,0.888432465,0.744140715
04-01-2021 07:00,-0.68827196,-1.155149576,-1.989012393,0.971963624,0.306457677,0.726269361
04-01-2021 08:00,-1.755712399,-0.802237987,-1.377388573,0.618469826,0.562516191,0.956485582
04-01-2021 09:00,-1.094705361,-1.823149937,-1.226247621,0.226445423,0.762697643,0.600739448
04-01-2021 10:00,-1.752174783,-1.060922002,-0.990414764,0.146735314,0.181645922,0.969595024
04-01-2021 11:00,-1.587049455,-1.619587431,-1.300319484,0.566416208,0.321504186,0.507260976
04-01-2021 12:00,-1.593465748,-1.592731226,-1.051621166,0.876593815,0.898460176,0.206792981
04-01-2021 13:00,-1.660956622,-0.759194442,-1.206722281,0.339364372,0.437572205,0.085937093
04-01-2021 14:00,-1.506827106,-1.085737937,-1.942540979,0.920538498,0.35004412,0.86601057
04-01-2021 15:00,-0.672349569,-1.910327075,-1.672108085,0.739939753,0.59979125,0.461664886
04-01-2021 16:00,-0.988591623,-1.090693528,-1.202383501,0.054487687,0.941339689,0.881139141
04-01-2021 17:00,-0.549348047,-0.542789903,-1.163565707,0.540929088,0.353899202,0.883654039
04-01-2021 18:00,-1.050091424,-1.291827613,-0.798160565,0.512587231,0.489931473,0.490014146
04-01-2021 19:00,-0.719356689,-1.79652637,-0.743778746,0.237107425,0.478302515,0.092678214
04-01-2021 20:00,-0.851494025,-1.648980356,-1.325778315,0.248441062,0.161621912,0.995476938
04-01-2021 21:00,-1.454682306,-1.723789167,-1.294615169,0.938706879,0.991011375,0.693616537
04-01-2021 22:00,-1.572691908,-1.770913048,-0.569747831,0.76250319,0.290774443,0.055181945
04-01-2021 23:00,-1.375017729,-1.519851524,-0.535096254,0.589116509,0.600455151,0.459746243
05-01-2021 00:00,-0.771261832,-1.99260833,-1.169610902,0.5473684,0.174441054,0.170887651
05-01-2021 01:00,-1.345722696,-1.367894749,-0.715287485,0.704702422,0.449613139,0.593605077
05-01-2021 02:00,-0.801645058,-1.139159302,-1.134324528,0.685479543,0.52518151,0.219038718
05-01-2021 03:00,-0.869707591,-1.430086328,-1.896122346,0.581402743,0.056810708,0.675331442
05-01-2021 04:00,-0.974400802,-1.663167438,-1.738806578,0.2654906,0.422046053,0.644809562
05-01-2021 05:00,-1.592781559,-1.108332011,-0.513177965,0.654930725,0.08255138,0.162792726
05-01-2021 06:00,-1.29776176,-0.527349689,-0.976657417,0.552640384,0.132581784,0.930746305
05-01-2021 07:00,-1.661556229,-1.636313563,-0.988816131,0.826788263,0.070179225,0.806066363
05-01-2021 08:00,-1.568215741,-1.435888655,-0.941939969,0.060996828,0.322289071,0.489746076
05-01-2021 09:00,-1.750723291,-1.94898767,-1.896779243,0.206713252,0.467695512,0.082189022
05-01-2021 10:00,-1.907691286,-1.951657411,-0.55847244,0.301367765,0.076269574,0.460102108
05-01-2021 11:00,-1.273159742,-0.741592437,-1.892629819,0.500866932,0.90902583,0.803681147
05-01-2021 12:00,-1.544242865,-0.534695436,-1.465053684,0.314870685,0.182890342,0.05148753
05-01-2021 13:00,-1.142020729,-1.824742971,-0.593204751,0.792772407,0.058007041,0.165326023
05-01-2021 14:00,-0.578471438,-0.723846673,-0.852865246,0.871538996,0.518745251,0.160526774
05-01-2021 15:00,-1.37237095,-1.027227062,-1.607688406,0.703797534,0.075407174,0.779795377
05-01-2021 16:00,-1.546695792,-1.020833053,-1.63318006,0.694437156,0.658914585,0.418762534
05-01-2021 17:00,-1.022458588,-1.052438859,-0.889020843,0.466275109,0.10662138,0.894081748
05-01-2021 18:00,-0.776435281,-1.181524144,-0.592470202,0.871882625,0.594597158,0.075326918
05-01-2021 19:00,-1.976158614,-1.204105148,-0.758164288,0.414358676,0.642167818,0.867105902
05-01-2021 20:00,-1.002295412,-1.359473547,-0.923736773,0.561409094,0.221976649,0.736212913
05-01-2021 21:00,-1.634810725,-1.443256028,-1.567035529,0.428690843,0.518688982,0.708237604
05-01-2021 22:00,-1.088681666,-1.518511395,-1.533013936,0.484636065,0.880665997,0.468815494
05-01-2021 23:00,-1.714693929,-1.920571482,-1.210984499,0.56064175,0.050053101,0.553316524
06-01-2021 00:00,-1.514027434,-1.483841704,-0.686455431,0.479546481,0.190007226,0.770586835
06-01-2021 01:00,-1.419501218,-1.510780648,-1.64376634,0.282521024,0.623241054,0.421132287
06-01-2021 02:00,-1.366765763,-1.866691417,-0.667878019,0.802776214,0.685725241,0.14273825
06-01-2021 03:00,-1.736293755,-0.857596736,-1.896571819,0.074577016,0.283981563,0.459223762
06-01-2021 04:00,-0.57751308,-1.639457673,-1.91280178,0.959491591,0.283483456,0.195373097
06-01-2021 05:00,-1.768374927,-1.62535625,-1.462337109,0.486102758,0.720568415,0.225027799
06-01-2021 06:00,-1.744355127,-1.712590231,-1.079318014,0.483147566,0.664465159,0.344952345
06-01-2021 07:00,-1.213961503,-1.454399687,-1.263829967,0.269285096,0.610517395,0.436471975
06-01-2021 08:00,-1.371530099,-1.211553687,-1.707641723,0.789146482,0.822509277,0.491529642
06-01-2021 09:00,-1.417147255,-1.750331156,-1.274520886,0.924633004,0.994937146,0.329932298
06-01-2021 10:00,-1.764300341,-0.746574693,-1.392742648,0.775981313,0.433174517,0.711331908
06-01-2021 11:00,-0.969566513,-1.11529918,-0.843896341,0.294152887,0.204540204,0.176810856
06-01-2021 12:00,-1.967423096,-0.645302267,-0.904344618,0.618130206,0.210181044,0.323660621
06-01-2021 13:00,-1.868322314,-1.342692634,-1.978774894,0.060287599,0.882314871,0.236727921
06-01-2021 14:00,-1.98551182,-1.701892247,-0.810592431,0.644973854,0.743498344,0.065344273
06-01-2021 15:00,-1.66625668,-1.852062978,-1.989383921,0.39984271,0.640933277,0.806527591
06-01-2021 16:00,-1.964693017,-1.100302796,-1.773842818,0.114633587,0.096927591,0.366302769
06-01-2021 17:00,-0.515415136,-0.593905339,-0.609598617,0.074042407,0.852194541,0.114084479
06-01-2021 18:00,-1.136127462,-0.700592617,-1.406236157,0.292978271,0.734722059,0.850100176
06-01-2021 19:00,-1.888259556,-0.986642532,-1.29061626,0.827169711,0.085874153,0.150775076
06-01-2021 20:00,-0.622980672,-1.102648464,-0.600460128,0.058819676,0.106784319,0.592583935
06-01-2021 21:00,-0.674949446,-0.655643139,-1.93916871,0.596798952,0.241808933,0.125827605
06-01-2021 22:00,-1.564495353,-0.933833709,-0.525364634,0.210316232,0.35519021,0.826025341
06-01-2021 23:00,-1.513740482,-1.345010275,-0.674390068,0.322415739,0.791772624,0.224125895
07-01-2021 00:00,-1.763829694,-1.032228888,-0.693137719,0.175731265,0.520320746,0.127244
